TOLIMA;MARIQUITA;COL. FRANCISCO NUÑEZ PEDROZO;CLL 3 N 2-64
TOLIMA;MARIQUITA;INST. FCO MORENO Y ESCANDON;CLL 2 N 21-01
TOLIMA;MARIQUITA;ESCUELA SIMON BOLIVAR;CLL 8 N 3-05
TOLIMA;MARIQUITA;COLEGIO ADOLFO KOLPING;CLL 18 CRA 17 
TOLIMA;MARIQUITA;EL HATILLO;RURAL
TOLIMA;MARIQUITA;LA CABAÑA;RURAL
TOLIMA;MELGAR;INST.EDUC.TEC.SUMAPAZ SED 1 P;CRA 25 CLL 6
TOLIMA;MELGAR;INST.EDUC.GABRIELA MISTRAL SE; CLL 12 CRA 31
TOLIMA;MELGAR;INST.EDUC.TEC.SUMAPAZ SED 17;BARRIO 17 DE ENERO
TOLIMA;MELGAR;INST.EDUC.TEC.SUMAPAZ SED IV;BARRIO LA FLORIDA ENTRADA BASE AEREA 
TOLIMA;MELGAR;CARCEL DEL CIRCUITO;No disponible
TOLIMA;MELGAR;CUALAMANA;INSTITUCION EDUCATIVA 
TOLIMA;MELGAR;CHIMBI;INSTITUCION EDUCATIVA
TOLIMA;MELGAR;INHALY;INSTITUCION EDUCATIVA
TOLIMA;MURILLO;PUESTO CABECERA MUNICIPAL;INT.MARIA AUXILIADORA
TOLIMA;MURILLO;EL BOSQUE;RURAL
TOLIMA;MURILLO;LA ESPERANZA;RURAL
TOLIMA;NATAGAIMA;PUESTO CABECERA MUNICIPAL;INST.FRANCISCO JOSE DE CALDAS
TOLIMA;NATAGAIMA;LA PALMITA;INSTITUCION EDUCATIVA
TOLIMA;NATAGAIMA;MONTEFRIO;INSTITUCION EDUCATIVA
TOLIMA;NATAGAIMA;TAMIRCO;INSTITUCION EDUCATIVA
TOLIMA;NATAGAIMA;VELU;INSTITUCION EDUCATIVA
TOLIMA;ORTEGA;PUESTO CABECERA MUNICIPAL;I.E. TECNICA COMERCIAL NICOLAS RAMIREZ 
TOLIMA;ORTEGA;GUAIPA;I.E. GUAIPA
TOLIMA;ORTEGA;CHAPINERO (BUENOS AIRES);I.E CHAPINERO 
TOLIMA;ORTEGA;EL VERGEL;I.E. EL VERGEL
TOLIMA;ORTEGA;HORIZONTE;BASE MILITAR LETICIA
TOLIMA;ORTEGA;LA BALSA;I.E. LA BALSA
TOLIMA;ORTEGA;HATO DE IGLESIA;I.E. PUENTE CUCUANA
TOLIMA;ORTEGA;LA COLORADA;I.E. LA COLORADA
TOLIMA;ORTEGA;MESA DE ORTEGA;I.E. MESA DE ORTEGA
TOLIMA;ORTEGA;CANALI (CHICALA);I.E. CANALI (CHICALA)
TOLIMA;ORTEGA;CEDRALES;I.E. CEDRALES
TOLIMA;ORTEGA;EL MACO;I.E. EL MACO
TOLIMA;ORTEGA;OLAYA HERRERA;I.E. OLAYA HERRERA
TOLIMA;ORTEGA;CORAZON DE PERALONZO;I.E. CORAZON DE PERALONZO
TOLIMA;ORTEGA;GUATAVITA TUA;I.E. GUATAVITA TUA
TOLIMA;ORTEGA;LOS GUAYABOS;I.E. LOS GUAYABOS
TOLIMA;ORTEGA;LA SORTIJA;I.E. LA SORTIJA
TOLIMA;ORTEGA;LOS ANDES;I.E. LOS ANDES
TOLIMA;ORTEGA;PALOMA PERALONSO;I.E. PALOMA PERALONSO
TOLIMA;ORTEGA;SANTUARIO;I.E. SANTUARIO
TOLIMA;PALOCABILDO;PUESTO CABECERA MUNICIPAL;CRA 7 CLL 6
TOLIMA;PIEDRAS;PUESTO CABECERA MUNICIPAL;I.E. TEC. FABIO LOZANO Y LOZANO CARRERA 5A ENTRADA PÑPAL
TOLIMA;PIEDRAS;DOIMA;RURAL
TOLIMA;PIEDRAS;GUATAQUICITO;RURAL
TOLIMA;PIEDRAS;SAN MIGUEL;ESC.RURAL VEREDA CHIPALO
TOLIMA;PLANADAS;PUESTO CABECERA MUNICIPAL;INT. PABLO SEXTO
TOLIMA;PLANADAS;BILBAO;RURAL
TOLIMA;PLANADAS;LA ILUSION;RURAL
TOLIMA;PLANADAS;GAITANIA;RURAL
TOLIMA;PLANADAS;RIO CLARO;RURAL
TOLIMA;PLANADAS;SAN MIGUEL;RURAL
TOLIMA;PLANADAS;BRUSELAS;RURAL
TOLIMA;PLANADAS;LA ESTRELLA;RURAL
TOLIMA;PRADO;PUESTO CABECERA MUNICIPAL;INST.LUIS FELIPE PINTO CALLE  6 CON CALLE 6
TOLIMA;PRADO;ACO;ESCUELA RURAL MIXTA
TOLIMA;PRADO;MONTOSO;COLEGIO JOSE CELESTINO MUTIS
TOLIMA;PRADO;TAFURITO;ESCUELA RURAL MIXTA
TOLIMA;PRADO;MALTA;ESCUELA RURAL MIXTA
TOLIMA;PURIFICACION;PUESTO CABECERA MUNICIPAL;CASA DE LA CULTURA ADOLFO EL POTE LARA
